Component,Failure,DefectivePart,PartsReplaced,Cost,DealerComment_English
CONTROL UNITS TESTS,DEFECT,ELECTR. CONTR. UNIT,0,108,DAMAGE TYPE VEHICLE UNDER PRECISION CAUSE VEHICLE UNDER PRECISION CAUSE VARIOUS WARNING LIGHTS TURNING ON CORRECTION DIAGNOSIS AND RESETTING OF ERRORS FROM THE CONTROL UNIT VIA EASY.
CONTROL UNITS TESTS,DEFECT,ECU-ENGINE,0,63.35,INCIDENT EDC LIGHT IS ON CAUSE IMPORTANT ALERT MESSAGE SOLUTION READING AND DELETING MESSAGES
CONTROL UNITS TESTS,BLOCKAGE,FRAME WIRING,1,945.68,"RECL Various lamps on the display. REASON Connector in frame wiring harness defective. Locking mechanism missing. CORRECTION Error log checked with Easy. Various error log entries in all control units. Power supply and wiring checked according to circuit diagram. Main connector on front left in engine compartment loose. Locking mechanism completely missing (see photo). Connector removed/detached for photo documentation, otherwise not accessible. If plug contact is temporarily attached, all errors can be solved or are no longer active. Frame wiring harness a+e, replaced"
MOTOR AREA DIAGNOSTICS,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0,148,RECL ENGINE CONTROL LIGHT ACTIVE IN THE DISPLAY REASON GUIDED PROCEDURE 000E74-0E-DPF-ACTIVE STATE THE REGENERATION CORRECTION PROBLEM SOLVED
ENGINE DIAGNOSTICS,"CONTROL,VERIFICATION",CATALYTIC SILENCER,0,41.6,"DAMAGE_TYPE ... does not make the engine light come on CAUSE ... forced regeneration CORRECTION ... forced regeneration, diagnosis"
CONTROL UNIT PROGRAMMING,DEFECT,ELECTR. CONTR. UNIT,0,36,DAMAGE TYPE VEHICLE UNDER PROTECTION CAUSE VEHICLE UNDER PROTECTION CAUSE OF CONTROL UNIT OUTAGE CORRECTION DIAGNOSIS AND PROGRAMMING OF CONTROL UNIT
CONTROL UNIT PROGRAMMING,"CONTROL,VERIFICATION",CATALYTIC SILENCER,0,28.8,DAMAGETYPE ... does not render CAUSE ... forced regeneration CORRECTION ... forced regeneration
CONTROL UNIT PROGRAMMING,DEFECT,DUMMY MATERIAL FOR CAUSAL PART,0,100,"COMPLAINT AUTO BRAKING - VERY HARSH PULLING TO THE LEFT CAUSE TEST DROVE VEHICLE, COULD NOT FAULT OPERATION ASSIST CASE: 106419875 CORRECTION TEST DROVE VEHICLE, COULD NOT FAULT OPERATION. NOT PULLING TO THE LEFT OR RIGHT. VEHICLE BRAKING NORMALLY WHEN BRAKES APPLIED. CONTACTED ASSIST, ASSIST SAID THAT BRAKING COULD BE PROGRAMMED OUT AND THAT THEY WOULD WRITE A PROGRAM. CONNECT EASY, CARRIED OUT PROGRAM. TEST DROVE VEHICLE - ALL OKAY"
#,DEFECTIVE CONTACTS,ECU-AIR BAG,1,167.85,RECL Airbag fault is displayed REASON No error stored in the IPC CORRECTION Update system according to KA4971
ADDITIONAL LIGHTS PROGR.,DEFECT,ELECTR. CONTR. UNIT,2,289.21,RECL ERROR MESSAGE AHK IN CLUSTER REASON ACM CONTROL UNIT DEFECTIVE CORRECTION ACM RENEWED AND REPROGRAMMED
SYSTEMS DIAGNOSTICS,"CONTROL,VERIFICATION",DUMMY MATERIAL FOR CAUSAL PART,0,110,"RECORD Inspection work in the workshop on February 23, 2022 REASON Carry out guided procedure SCR inducement level 3 CORRECTION Carry out guided procedure SCR inducement level 3"
BODY COMPUTER DIAGNOSTICS,DEFECT,ECU-BODY COMPUTER,0,11.4,"RECLASS Customer complaint: Immobilizer - key not recognized, Engine control light is on REASON Control unit BC has frozen CORRECTION Battery disconnected, vehicle de-energized."
BODY COMPUTER DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,ECU-BODY COMPUTER,0,181.33125,COMPLAINT Cross wind function to be disabled CAUSE Cross wind function causes brakes to lock up CORRECTION Have been asked by ASM to disable cross wind function This function locks up the brakes Connected computer Unable to turn off function Contacted Andy Z by phone Access granted to removed function Program failed at 5% Retried & again failed at 5% Contacted Andy Z by phone THD checked into system Received call from Andy Z to go ahead with programming Programming failed again Contacted Andy Z by phone Said to keep trying Program successful on 6th attempt Disabled system
"DIAGNOSTICS,INSTR.CLUSTER",ADJUSTMENT,CLUSTER,0,127.5,"RECL Error in the display, instead of fuel consumption, current consumption is shown. REASON Cluster update not up to date CORRECTION Instrument panel diagnosis, New update installed."
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION suitcase passageclear anti-collision radartest ok
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION FAULT FINDINGS CASE PASSAGE CLEAR FAULTS ROAD TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,106.6,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION FAULT FINDINGCASE PASSAGERADAR CHECK OKCLEAR FAULTROAD TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION SUITCASE PASSAGECLEAR ANTI COLLISION RADAR FAILURE TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION TROUBLESHOOTING CASE CHANGE CLEARING EMERGENCY BRAKING COUNTER ROAD TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,148,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION FAULT FINDINGVALISEDEFECT ON RADARPERFORM CALIBRATIONCLEAR FAULTS TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,172.2,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION SUITCASE PASSAGECLEAR ANTI-COLLISION RADAR COUNTER CHECK TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION SEARCH FOR ANNECASE PASSAGECLEAR COUNTER EMERGENCY BRAKINGTEST OK
ACC DIAGNOSTICS,RAVO REFLASH,SENSOR,0,248.108108,RECL Radar error REASON Calibration CORRECTION Calibrate
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION TROUBLESHOOTING CASE CHANGE CLEAR FAULT EMERGENCY BRAKING COUNTER TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,207.2,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION CHECKING FOR FAULTS PASSING THROUGH THE CASE READING OF FAULTS READING OF PARAMETERS RADAR ADJUSTMENT ACCORDING TO PROCEDURE RADAR CALIBRATION
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,155.4,INCIDENT AEBS FAULT CAUSE POOR AEBS SENSOR PERFORMANCE SOLUTION TROUBLESHOOTING EASY RADAR CALIBRATION CLEAR AEBS RADAR FAULT TEST OK
ACC DIAGNOSTICS,INCORRECT ADJUSTMENT,SENSOR,0,237.5,"RECL Radar sensor not working REASON Radar sensor missing calibration CORRECTION Diagnosis carried out, radar sensor set according to ETIM and calibration drive carried out, E1-->adjust sensor + test drive"
ACC DIAGNOSTICS,NO WARNING,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE MISSING AEBS INDICATION SOLUTION fault findingpassage through suitcaseclear faultcalibration radar aebstest ok
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,148,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION FAULT FINDINGCASE PASSAGEPERFORM AEBS CALIBRATIONCLEAR FAULTTEST OK
ACC DIAGNOSTICS,NO WARNING,SENSOR,0,164,INCIDENT AEBS FAULT CAUSE MISSING AEBS INDICATION SOLUTION EASY CASE PASSAGE FAULT CLEARING AEBS SYSTEM CHECK OK TEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,370,INCIDENT AEBS FAULT CAUSE POOR AEBS PERFORMANCE SOLUTION TROUBLESHOOTINGVALISER TRANSFER WORKSHOP FOR AEBS ADJUSTMENT
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,111,INCIDENT AEBS FAULT CAUSE POOR EBS RADAR PERFORMANCE SOLUTION FAULT FINDINGVALISEDEFECT ON RADARCLEAR EMERGENCY BRAKING COUNTERTEST OK
ACC DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,96.2,INCIDENT AEBS FAULT CAUSE POOR AEBS RADAR PERFORMANCE SOLUTION TROUBLESHOOTINGEASY CASE CHANGECLEAR EMERGENCY BRAKING COUNTERTEST
ACC DIAGNOSTICS,NO WARNING,SENSOR,0,164,INCIDENT AEBS FAULT CAUSE MISSING AEBS INDICATION SOLUTION TROUBLESHOOTINGEASY SWITCHCLEAR EMERGENCY BRAKING COUNTERTEST OK
LDWS DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,SENSOR,0,118.4,INCIDENT AEBS+CAMERA FAULT CAUSE POOR LDWS CAMERA PERFORMANCE SOLUTION FAULT FINDING WITH EASYRADAR LDWSDEMOVE REPLACE CAMERA COVERCONNECT CAMERA CORRECTLYEREASE FAULTTEST OK
ABS/EBS UNIT DIAGNOSTICS,INCORRECT CLEARANCE,KIT,0,90.2,"RECL Electric parking brake does not release at times. REASON Brake shoe clearance too large, resulting in actuator travel too far. CORRECTION Diagnosis with UDT. Brake adjusted according to Buelettin. (1st time)"
ABS/EBS UNIT DIAGNOSTICS,DEFECT,SET OF WIRING,0,83.2,"DAMAGE TYPE INSTRUMENT PANEL DOES NOT TURN ON, AEBS DOES NOT WORK CAUSE PRESENCE OF SHORT CIRCUIT ON THE WIRING HARNESS CORRECTION AFTER CARRYING OUT THE DIAGNOSIS ON ABS, ASR, EBS AND ESP, A SHORT CIRCUIT WAS FOUND ON THE WIRING HARNESS WHICH MADE IT NECESSARY TO RESTORE THE ELECTRICAL SYSTEM"
ABS/EBS UNIT DIAGNOSTICS,INCORRECT PRESSURE,VALVE ANTILOCK BRAKE,0,153.6875,"COMPLAINT Park brake failure CAUSE Park brake ECU CORRECTION Receive My Jawla breakdown callout. Load van and travel to vehicle location in Fyshwick. Plug in EASY, BSM faults found, component failure and over stroke. Check and adjust handbrake shoes, fault still present. Organise for vehicle to be towed to workshop. Upon arrival of vehicle to workshop, Plug into EASY again. Carry out PIP 38T. Tow invoice attached Economy = Travel - 30kms @ $1.53"
ABS/EBS UNIT DIAGNOSTICS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,75,COMPLAINT check hand brake failure CAUSE end of stroke failure CORRECTION connected udt found 2 codes on bcm ran updates updated correctly carried out hand brake in working order
IMMOBILIZER UNIT DIAGN.,DEFECT,TOOLS OF IGNITION,1,133.36875,COMPLAINT Keys will not unlock vehicle. CAUSE Internal fault with Key assembly. CORRECTION Confirmed customer’s complaint Connect diagnostic tool Check parameters if fault is with key or central locking system. Found fault to be with in the key. Order replacement key. Reprogrammed key once received - no coin charge. Tested all keys after reprogrammed. All worked ok.
SEMIAUTOM.GB.DIAGNOSTICS,DEFECT,AUTOM.TRANSMISSION,0,1181.25,"COMPLAINT VEHICLE HAS NO DRIVE CAUSE UNKNOWN CORRECTION ISS FIRST RESPONCE CALLED REGARDING BREAKDOWN HAVE SUBLET REPAIRER FLOAT TRUCK TO KALGOORLIE CONNECT SCAN TOOL CHECK & CLEAR FAULT CODES.TEST DRIVE,NO FAULTS @ TIME OF TESTING.REMOVE EXHAUST BRACKET & TRANSMISSION CONNECTOR.INSPECT TERMINALS & WIRING,REFIT BRACKET & CONNECTOR.INSPECT HARNESS FOR CHAFFING/DAMAGE.INSPECT & CLEAN TRANSMISSION EARTH.TEST DRIVE,NO FAULTS @ TIME OF TESTING.EMAIL ERNEST LUCAS WITH LIST OF FAULT CODES & CHECKS PERFORMED.AS PER PHONE CONVERSATION WITH ERNIE,REMOVE GEAR SELECTOR COVER & INSPECT CONNECTOR,TERMINALS & WIRING FOUND CONNECTOR CLIPS LOOSE TIGHTEN CONNECTOR TEST DRIVE,NO FAULTS FOUND @ TIME OF TESTING LET CUSTOMER TAKE VEHICLE & LEAVE FOR COUPLE OF DAYS BEFORE SUBMITTING CLAIM AS ASM REQUEST,18/1/22 claiming sublet"
SEMIAUTOM.GB.DIAGNOSTICS,DEFECT,AUTOM.TRANSMISSION,0,103.125,"COMPLAINT VEHICLE HAS NO DRIVE CAUSE UNKNOWN CORRECTION ISS FIRST RESPONCE CALLED REGARDING BREAKDOWN HAVE SUBLET REPAIRER FLOAT TRUCK TO KALGOORLIE CONNECT SCAN TOOL CHECK & CLEAR FAULT CODES.TEST DRIVE,NO FAULTS @ TIME OF TESTING.REMOVE EXHAUST BRACKET & TRANSMISSION CONNECTOR.INSPECT TERMINALS & WIRING,REFIT BRACKET & CONNECTOR.INSPECT HARNESS FOR CHAFFING/DAMAGE.INSPECT & CLEAN TRANSMISSION EARTH.TEST DRIVE,NO FAULTS @ TIME OF TESTING.EMAIL ERNEST LUCAS WITH LIST OF FAULT CODES & CHECKS PERFORMED.AS PER PHONE CONVERSATION WITH ERNIE,REMOVE GEAR SELECTOR COVER & INSPECT CONNECTOR,TERMINALS & WIRING FOUND CONNECTOR CLIPS LOOSE TIGHTEN CONNECTOR TEST DRIVE,NO FAULTS FOUND @ TIME OF TESTING LET CUSTOMER TAKE VEHICLE & LEAVE FOR COUPLE OF DAYS BEFORE SUBMITTING CLAIM AS ASM REQUEST"
AIR BAG UNIT DIAGNOSTICS,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0,253.125,COMPLAINT Check faults on dash CAUSE air bag 9light terminal lost tension in ST37 connector CORRECTION connect easy couldn't connect to air bag module remove BCM check wiring diagram check fuse out all okay check can line from BCM to airbag no circuit check for other connectors strip dash board and check ST37 for can line and power supply to air bag ECU found loose pin for CAN H re tension and secure connector checked operation okay No SRT used extra labour as below Diagnose 10 units Removed dash to access connector ST37 8 units Repair connector 5 units See attached easy report
AD-BLUE UNIT DIAGNOSIS,LOW OUTPUT/EFFICIENCY,NOZZLE,0,29.56,RECL VEHICLE SHOWS ENGINE MALFUNCTION IN THE DISPLAY ERROR- >CHECK AND REPAIR IF NECESSARY REASON PERFORM AD-BLUE TEST CORRECTION AD-BLUE TEST PERFORMED
SCR SYSTEM DIAGNOSTICS,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0,32.849828,COMPLAINT EDC LIGHT ON AND NO POWER CAUSE EASY SHOWING FORCE GENERATION INTERUPPTED CORRECTION CARRY OUT FORCE GENERATION
SCR SYSTEM DIAGNOSTICS,BLOCKAGE,CATALYTIC SILENCER,0,102.7,"RECL Vehicle has no power REASON Particle filter regeneration required is displayed CORRECTION Read and save error, regeneration carried out, test drive"
SCR SYSTEM DIAGNOSTICS,"DIRT,FOREIGN MATTERS",CATALYTIC SILENCER,0,154.594595,"DAMAGE_TYPE Engine warning light on CAUSE fault code ECM1081 Poor efficiency of catalytic converter CORRECTION Fault check, diagnosis performed. Forced regeneration performed Vehicle test"
SCR SYSTEM DIAGNOSTICS,BLOCKAGE,CATALYTIC SILENCER,0,125.4,"RECLAIM Order from the ICC, Dossier 8001727342: AD-Blue fault is displayed, Max speed 50km/H REASON Regeneration carried out, CORRECTION FORCED REGENERATION PARTICLE FILTER EXCLUDED PREPARATION STATION"
SCR SYSTEM DIAGNOSTICS,DEFECT,DUMMY MATERIAL FOR CAUSAL PART,0,618.75,"COMPLAINT AFTER HOURS CALL OUT 15/04/2022 - LIMP MODE Vehicle towed from Macksville to Coffs Harbour workshop, then tech attended to see if could be resolved. CAUSE 26X UPDATE CALLOUT FRIDAY (GOOD FRIDAY PUBLIC HOLIDAY) START TIME: 09:00 FINISH TIME: 12:30 CORRECTION DROVE TO WORKSHOP. VAN GOT TOWED INTO WORKSHOP. INSPECTED FAULTS. FOUND HIGH SOOT MASS & NEEDS BURN. CARRIED OUT FORCED BURN. CLEARED CODES. ALL OKAY. CUSTOMER WILL BOOK INTO JAWLA TO FILL OUT ASSIST REPORT FOR 26X UPDATE."
ALTERNATOR DIAGNOSTICS,BREAK,ALTERNATOR,1,619.78,"COMPLAINT The battery light on the instrument panel suddenly lit up while the customer was driving, and the vehicle stalled 20 minutes later and could not be started. The vehicle was restarted after using the spare battery, but the battery light was always on, and it automatically stalled again after a while. CAUSE After arriving at Suzhou Turin Service Station, a multimeter was used to measure and it was found that there was only 12V, which was determined to be a generator failure. The fuse, relay and other electrical circuits were checked and there was no fault. After testing the generator, it was finally determined that the generator had an internal fault, so the manufacturer applied for the generator three-guarantee claim service. CORRECTION Replace the generator under the three-guarantee"
EDC SYSTEM DIAGNOSTICS,ADJUSTMENT,SET OF WIRING,4,502.67,RECL Error message on the display engine fault. REASON Cable break in the EDC-17 cable harness / Plug connection ST02/20 (cable loose in cable lug). Engine control unit CAN fault. CORRECTION Cable break repaired. Engine control unit reprogrammed.
EDC SYSTEM DIAGNOSTICS,SHORT CIRCUIT,KITAS SENSOR,0,166.5,RECLASS Customer complaint: The customer has replaced the vehicle battery and now various errors are displayed. Read and delete the error log. Perform a function test REASON Wiring checked. Defect found on the speedometer sensor. CORRECTION Measure the wiring between the tachograph and the speedometer sensor. Defect located on the speedometer sensor
LANE WARNING DIAGNOSIS,DEFECT,KITAS SENSOR,4,1299.51,COMPLAINT NO white line camera operation CAUSE CAMERA AND KITAS TACHO DIG IN FAULT CORRECTION EW= measure replace camera and measure tacho and kitas fade #
EDC CONT.UNIT PROGR.,INCORRECT ADJUSTMENT,ECU-ENGINE,2,148.4,"DAMAGE TYPE THE ENGINE SOMETIMES WRONG CAUSE EASY ATTACHMENT FOR CNG CONTROL UNIT DIAGNOSIS, DEFECT FOUND IN CYLINDER FAILURE TO IGNITION CORRECTION CNG CONTROL UNIT REPROGRAMMING - KA000003277"
EDC CONT.UNIT PROGR.,NO WARNING,DUMMY MATERIAL FOR CAUSAL PART,0,83.7,INCIDENT EDC LED FOLLOWING AD BLUE FAULT CAUSE EDC CENTRAL DATA ERROR FOLLOWING 7EDD FAULT STATION PREPARATION EXCLUDED SOLUTION EDC SOFTWARE UPDATE UNDER WARRANTY (Time: .10) STATION PREPARATION E.A.SY. MEMORY READING FAULTS AND DELETES EXCLUDED PREP ARATION STATION PARTIAL PROGRAMMING EDC CENTRAL ENGINE FOLLOWING INJECTOR SUBSTITUTION DIAGNOSIS ENGINE EDC SYSTEM EXCLUDED STATION PREPARATION
GEARBOX CONT.UNIT PROGR.,DEFECTIVE CONTACTS,AUTOM.TRANSMISSION,3,279.239374,"COMPLAINT PROBLEM WITH SELECTING GEARS - DOES NOT ENGAGE CPRZ ERRORS DTC:0X66F1 ; 0XBCF0 ; 0XCCF0 CORRECTION OIL CONTROL, SUPPLEMENT 100 ml.THD- 105976498, CONTROL UNIT PROGRAMMING 8HP"
BODY COMPUTER PROGRAMMING,DEFECT,ELECTR. CONTR. UNIT,0,364.954955,DAMAGE_TYPE Customer complains of low engine power but no warning light malfunction on CAUSE Engine control unit bag CORRECTION Defect check. No anomalies read. Check wiring and signals. Control unit update performed with Upload teleservice to change speed configuration for trailer
JAWLANNECT PROGRAMMING,BLOCKAGE,ECU RADIONAVIGATOR,0,231.12,RECL Navigation not working REASON JAWLANNECT software has frozen CORRECTION UPDATE JAWLANNECT WITH USB STICK
ACC RADAR PROGRAMMING,SHORT CIRCUIT,SENSOR,0,137.13,COMPLAINT INVESTIGATE CAUSE OF AEBS ON DASH. PLUGGED IN EASY AND TEST. CAUSE FOUND FAULT FOR RADAR CALIBRATION. CARRY OUT RADAR CALIBRATION AND TEST DRIVE CORRECTION ALL OKAY AFTER TEST DRIVE. FAULT CLEARED AND RADAR FUNCTIONING
ACC RADAR PROGRAMMING,DEFECT,SENSOR,0,133.5,INCIDENT LIGHT ON THE DASHBOARD CAUSE RADAR DEPROGRAMMED SOLUTION RE-PROGRAMMING THE RADAR
PREPARATIONS,DEFECT,#,0,35,COMPLAINT PARKING BRAKE WARNING LIGHT IS ON CAUSE EPB FAULTS - C104C - 9C / EPB module (electric parking brake) / Component failures (Active) C1055 - 71 / eDIH System - end of travel / Actuator stuck (Active) CORRECTION UPDATE BSM SW
PREPARATIONS,ADJUSTMENT,TERMINAL,0,25.5,"RECL Delete error memory REASON Delete error memory CORRECTION Preparation UDT, test control unit, delete error memory"
PREPARATIONS,INCORRECT ADJUSTMENT,TOOLS OF IGNITION,0,42.5,RECL VEHICLE CANNOT START REASON KEY NOT RECOGNIZED BY THE SYSTEM CORRECTION KEY REPROGRAMMED
PREPARATIONS,INCORRECT ADJUSTMENT,ELECTR. CONTR. UNIT,0,42.5,RECL VEHICLE IS TIRED REASON INCORRECT AIR SUSPENSION ADJUSTMENT CORRECTION REPROGRAMMING CONTROL UNIT
PREPARATIONS,"CONTROL,VERIFICATION",WIRE/CABLE,0,45.71,RECL Reading and deleting error memory REASON Reading and deleting error memory CORRECTION Reading and deleting error memory
PREPARATIONS,LOW OUTPUT/EFFICIENCY,DPF PRESSURE SENSOR,0,41.6,DAMAGE TYPE EOBD WARNING LIGHT CAUSE DOES NOT TAKE REVS CORRECTION UDT DIAGNOSIS
PREPARATIONS,DEFECTIVE CONTACTS,FUEL LINE,6,952.72093,COMPLAINT Diesel smell CAUSE Found injector pipes loose resulting in damage to thread of injectors CORRECTION R&I injectors. Connect UDT read/clear fault . R&I header tank + air cleaner for access. Drain/top up. program. road test
PREPARATIONS,LOW OUTPUT/EFFICIENCY,ELECTR. CONTR. UNIT,2,126,COMPLAIN Engine runs erratically CAUSE Diagnostics - assist 106003487 CORRECTION ECU update - additional additional invoicing of the teleservice - at the time of repair was not set in the system.
PREPARATIONS,LOW OUTPUT/EFFICIENCY,ELECTR. CONTR. UNIT,0,17.5,COMPLAIN Engine runs erratically CAUSE Diagnostics - assist 106003487 CORRECTION ECU update
PREPARATIONS,DEFECT,ELECTR. CONTR. UNIT,0,20.91,"RECL Vehicle has power loss REASON Vehicle has power loss CORRECTION Preparation of UDT station, test and software updated"
PREPARATIONS,INCORRECT ADJUSTMENT,MONITOR,0,190,Goals Reverse camera does not work. Cause Error in calibration in NIS. Change Programming of NIS.
PREPARATIONS,NO WARNING,AUTOM.TRANSMISSION,0,39.729729,"RECL Gearbox position P is engaged while driving REASON Reset parameters CORRECTION Retrace customer complaint, read out and delete error memory, parameters checked, reset,"
PREPARATIONS,DEFECT,AUTOM.TRANSMISSION,0,145.6,COMPLAINT GEARBOX SYSTEM INDICATOR LAMP ON CAUSE GEARBOX SYSTEM FAULT CORRECTION GEARBOX SYSTEM INSPECTION + USE OF UDT + READOUT GEARBOX SYSTEM WITH UDT + SYSTEM UPDATE AFTER REPAIR WORK ON GEARBOX + ERRORS ERROR + TEST DRIVE
PREPARATIONS,SHORT CIRCUIT,ALTERNATOR,1,514.04,"CLAIM CHECK WARNING LIGHTS ON PANEL CAUSE REVIEW AND CHECK ALTERNATOR CHARGE AND INSTALLATION, FOLLOW GUIDED STEPS PROCEDURE AND ASSIST N¬ 106277704, PERFORM S MART ALTERNATOR TEST, RESULTING IN REPLACING THE SAME SOLUTION PREPARATION OF THE U.D.T. STATION. EDC ENGINE SYSTEM DIAGNOSIS SIST. EDC ENGINE AFTER REPAIR READING FAULT MEMORY AND ERASING D-M ALTERNATOR CHECK ELECTROLYTE DENSITY AND TERMINALS CHECK ELECTRICAL INSULATION AND ALTERNATOR CHARGE ACCORDING TO PROCEDURE GUARD AND ASSIST N¬ 106277704 PERFORM SMART ALTERNATOR TEST"
PREPARATIONS,DEFECT,CATALYTIC SILENCER,1,1637.421588,COMPLAINT Active warning light CAUSES DPF efficiency error Carry out the guided procedure CORRECTION Replaced DPF
PREPARATIONS,DEFECT,CATALYTIC SILENCER,0,43.26,INCIDENT Lack of power CAUSE DPF clogged SOLUTION Forced DPF regeneration
PREPARATIONS,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0,46.802327,COMPLAINT engine management light on dash CAUSE plug into easy check fault 07eeoe fault on again CORRECTION carry out regen as per THD no 106250827 road test and all ok
PREPARATIONS,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0,46.802327,COMPLAINT engine management light on CAUSE plug into easy and check fault 07eeoe fault on again CORRECTION carry out regen as per THD 106250827 road test all ok
PREPARATIONS,DEFECT,METER AIR FLOW,0,27.42,INCIDENT ENGINE LIGHT ON CAUSE DEFAULT SOLUTION MODULE DIAGNOSTIC WITH UDT STATION PREPARATION
PREPARATIONS,SHORT CIRCUIT,ECU-ENGINE,0,34.503509,"GAS IS CUTTING, TURBO IS NOT ENGAGED WHY WE GO TO EREĞLİ. THE VEHICLE WAS NOT RUNNING. 26T CAMPAIGN WAS MADE THERE IS NO PROBLEM WITH THE VEHICLE FILE NO:21IVC0040784"
PREPARATIONS,"CONTROL,VERIFICATION",ECU-ENGINE,0,35.84,CLAIM ENGINE FAILURE ON CAUSE CONTROL UNIT EPS UPDATE IS MISSING SOLUTION EPS AND 14T CONTROL UNIT UPDATE
PREPARATIONS,LOW OUTPUT/EFFICIENCY,POWER STEERING,0,48.6,COMPLAINT POWER STEERING FREQUENTLY FAILS / DOES NOT MATCH WITH CHOSEN MODE CITY CAUSE SOFTWARE UPDATE WITH UDT CARRIED OUT VIA TELESERVICE CORRECTION EPS UPDATE
PREPARATIONS,SCORED,DELIVERY LINE,0,40.5,"COMPLAINT There is check engine active and vehicle loses power. CAUSE After ad blue system inspection and diagnostic check, we found that ad blue heater pipe was defective. CORRECTION Since ad blue pipe is on backorder, we had to repair ad blue heating pipe wiring as a temporary solution until the pipe arrives."
PREPARATIONS,LOW OUTPUT/EFFICIENCY,FRAME WIRING,0,476.790697,COMPLAINT Engine faults on dash 295501 CAUSE Raised THD - REF - 106690788. Followed checks from THD and updated told by THD. Could be caused by UDT putting faults into vehicle removed UDT and CORRECTION Engine faults on dash. Adblue pressure faults. Connected UDT read failures. found to have add blue pressure faults. Carried out Ad b lue tests and found ok. Faults cleared. Found AEBS faults. Read faults with UDT found can faults between AEBS and EDC. Powered vehic le down disconnect battery. Clear faults and road tested found fault to come back on. Checked fuses all ok. Connected UDT read fault Pulled up wiring diagrams and traced wiring. Tested power supplies and can signals at multiple points. Found all ok. Suspected faul ty ECU. Raised Thd Followed checks from THD and updated told by THD. Could be caused by UDT putting faults into vehicle removed UDT and roadtested all ok
PREPARATIONS,DEFECT,PCM ECU,0,357.238607,"Error Problems starting, often have to wait 10 minutes before trying again. Immobilizer error. Cause Misc. controllers need to be updated Correction THD 106089363 (error in kilometers on THD) Update of various control units and keys. File from Jawla posted. Looking for E-time for various updates."
PREPARATIONS,BROKEN AWAY,PM SENSOR,0,177.12,"RECL Breakdown service call-outCustomer complaint/customer request: Vehicle no powerWorkshop findings: Cable Exhaust gas temperature sensor burnt Remedy: Cable repaired, Burned free REASON Help at the breakdown site Repair cable CORRECTION REPLACEMENT WIRING AD-BLUE SYSTEM"
PREPARATIONS,SHORT CIRCUIT,PM SENSOR,1,360.91,COMPLAIN ENGINE LIGHT ILLUMINATED. CAUSE Short circuit in the particle quantity sensor. CORRECTION Troubleshooting. Replace particle quantity sensor.
